Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2020-06-19,47,TN,47037,Davidson County,145211,548933,2195900,594478,516808,250610,351046,361491,74299,26224,14478,4658,1808,47-47037-20200619,24,6
County,2020-06-20,47,TN,47037,Davidson County,151816,542328,2101335,563510,514264,245521,337382,322731,69199,27629,14653,4623,1823,47-47037-20200620,24,6
County,2020-06-21,47,TN,47037,Davidson County,173156,520988,1678769,455364,413650,203446,257950,249279,53575,22785,15411,5134,2175,47-47037-20200621,25,6
County,2020-06-22,47,TN,47037,Davidson County,154919,539225,1895692,516170,425301,220292,310343,310121,67375,24322,14692,5005,2071,47-47037-20200622,25,6
County,2020-06-23,47,TN,47037,Davidson County,151075,543069,2029590,553403,461728,233420,324459,342292,68199,23861,13957,6026,2245,47-47037-20200623,25,6
County,2020-06-24,47,TN,47037,Davidson County,156521,537623,1948542,519825,443979,228358,316042,324179,69719,24834,14282,5547,1777,47-47037-20200624,25,6
County,2020-06-25,47,TN,47037,Davidson County,148798,545346,2025365,546939,459197,237580,329570,329246,71745,25230,17586,5822,2450,47-47037-20200625,25,6
County,2020-06-26,47,TN,47037,Davidson County,150388,543756,2039202,543012,471723,240890,336173,328088,67924,26475,16964,5576,2377,47-47037-20200626,25,6
County,2020-06-27,47,TN,47037,Davidson County,156937,537207,1994556,520606,489646,251295,319246,304725,63172,22356,15586,5899,2025,47-47037-20200627,25,6
County,2020-06-28,47,TN,47037,Davidson County,165723,528421,1759869,451157,445821,222965,275363,259915,53751,23606,17848,6862,2581,47-47037-20200628,26,6
County,2020-06-29,47,TN,47037,Davidson County,160826,533318,1891588,508907,432853,211378,315112,309456,65437,24974,15924,5044,2503,47-47037-20200629,26,6
County,2020-06-30,47,TN,47037,Davidson County,158787,535357,1879280,495239,421032,210462,310851,324815,68858,22702,15816,6132,3373,47-47037-20200630,26,6
County,2020-07-01,47,TN,47037,Davidson County,154651,539493,1932693,516353,439089,219554,316931,325381,66312,24468,15989,5681,2935,47-47037-20200701,26,7
County,2020-07-02,47,TN,47037,Davidson County,167876,526268,2149728,580523,487393,252168,349807,349463,76150,26779,18666,6179,2600,47-47037-20200702,26,7
County,2020-07-03,47,TN,47037,Davidson County,173745,520399,2027714,539953,469065,239533,334279,326240,67541,26326,16868,5545,2364,47-47037-20200703,26,7
County,2020-07-04,47,TN,47037,Davidson County,184296,509848,1734758,461943,401297,204926,285984,279106,57783,22522,14431,4744,2022,47-47037-20200704,26,7
County,2020-07-05,47,TN,47037,Davidson County,172805,521339,1668310,439889,429187,204879,246783,245725,52351,22686,17385,5791,3634,47-47037-20200705,27,7
County,2020-07-06,47,TN,47037,Davidson County,168621,525523,1846733,495765,428466,211449,293850,302778,65053,26268,14254,5646,3204,47-47037-20200706,27,7
County,2020-07-07,47,TN,47037,Davidson County,165682,528462,1877080,523555,415748,209125,304501,305647,69752,24605,15478,5761,2908,47-47037-20200707,27,7
County,2020-07-08,47,TN,47037,Davidson County,160850,533294,1819520,473649,411212,211267,298835,298786,68343,26482,21803,6278,2865,47-47037-20200708,27,7
County,2020-07-09,47,TN,47037,Davidson County,158151,535993,1835992,487515,417162,208877,299920,303534,63275,24227,21881,6379,3222,47-47037-20200709,27,7
County,2020-07-10,47,TN,47037,Davidson County,156719,537425,1919310,506182,435304,224628,314834,313035,68136,25538,22775,6084,2794,47-47037-20200710,27,7
County,2020-07-11,47,TN,47037,Davidson County,166367,527777,1846444,463833,451838,229884,305806,280975,62207,22208,20052,7101,2540,47-47037-20200711,27,7
County,2020-07-12,47,TN,47037,Davidson County,176056,518088,1585837,425541,398660,192328,252369,222042,45418,20226,20157,6042,3054,47-47037-20200712,28,7
County,2020-07-13,47,TN,47037,Davidson County,157360,536784,1859711,497262,429368,212670,301683,308340,60814,22530,17621,5843,3580,47-47037-20200713,28,7
County,2020-07-14,47,TN,47037,Davidson County,159299,534845,1938485,523690,440530,230774,323341,310131,65061,22209,14763,5331,2655,47-47037-20200714,28,7
County,2020-07-15,47,TN,47037,Davidson County,157331,536813,1945026,509093,443853,232875,330299,317063,64741,23831,15425,5255,2591,47-47037-20200715,28,7
County,2020-07-16,47,TN,47037,Davidson County,158405,535739,1960146,526739,448397,228520,322659,318590,65410,26281,15875,5385,2290,47-47037-20200716,28,7
County,2020-07-17,47,TN,47037,Davidson County,155287,538857,1977881,502144,463945,240022,329844,325247,68564,24678,15263,5604,2570,47-47037-20200717,28,7
County,2020-07-18,47,TN,47037,Davidson County,166622,527522,1933665,503248,473974,244925,319305,285683,58948,26216,14956,3985,2425,47-47037-20200718,28,7
County,2020-07-19,47,TN,47037,Davidson County,183539,510605,1645566,431542,414562,208170,267816,227303,47906,22426,16956,5888,2997,47-47037-20200719,29,7
County,2020-07-20,47,TN,47037,Davidson County,168975,525169,1889307,495731,436043,216297,315595,316511,63169,24184,15560,4132,2085,47-47037-20200720,29,7
County,2020-07-21,47,TN,47037,Davidson County,164579,529565,1883804,499528,418080,222936,305263,318464,70067,24998,16521,5313,2634,47-47037-20200721,29,7
County,2020-07-22,47,TN,47037,Davidson County,163419,530725,1811628,471334,386388,214217,310535,306290,70873,26587,17263,5467,2674,47-47037-20200722,29,7
County,2020-07-23,47,TN,47037,Davidson County,163995,530149,1795326,464787,399475,205701,295646,311132,66599,25448,17898,5841,2799,47-47037-20200723,29,7
County,2020-07-24,47,TN,47037,Davidson County,156527,537617,1918124,485658,436875,230729,319687,322277,69905,26037,18681,5467,2808,47-47037-20200724,29,7
County,2020-07-25,47,TN,47037,Davidson County,168653,525491,1843399,479222,448965,220735,295452,286361,60228,26155,19136,4691,2454,47-47037-20200725,29,7
County,2020-07-26,47,TN,47037,Davidson County,177126,517018,1748566,440050,433064,215459,293566,253614,57584,25052,20530,6157,3490,47-47037-20200726,30,7
County,2020-07-27,47,TN,47037,Davidson County,168365,525779,1888408,484990,421082,228164,316594,314906,69543,25958,17387,5786,3998,47-47037-20200727,30,7
County,2020-07-28,47,TN,47037,Davidson County,162089,532055,1939468,498105,421593,232013,331332,331762,72196,24832,18309,6043,3283,47-47037-20200728,30,7
County,2020-07-29,47,TN,47037,Davidson County,163786,530358,1903215,487032,428027,221785,328275,318696,67523,25399,18151,5383,2944,47-47037-20200729,30,7
County,2020-07-30,47,TN,47037,Davidson County,155666,538478,1912830,491867,425192,230523,320120,320172,68016,26046,20455,6503,3936,47-47037-20200730,30,7
County,2020-07-31,47,TN,47037,Davidson County,155231,538913,1935484,484863,446301,234197,320890,323286,68988,25721,20345,6740,4153,47-47037-20200731,30,7
County,2020-08-01,47,TN,47037,Davidson County,167420,526724,1897772,490928,455341,232482,312231,289342,62842,24767,20287,5851,3701,47-47037-20200801,30,8
County,2020-08-02,47,TN,47037,Davidson County,177467,516677,1811569,471637,448078,234686,294921,254896,56016,21984,19434,6605,3312,47-47037-20200802,31,8
County,2020-08-03,47,TN,47037,Davidson County,162771,531373,1952072,511088,448078,227753,326457,323109,66440,23726,16922,5415,3084,47-47037-20200803,31,8
County,2020-08-04,47,TN,47037,Davidson County,157783,536361,2043815,546740,472922,236454,338709,333896,72049,22710,13876,4358,2101,47-47037-20200804,31,8
County,2020-08-05,47,TN,47037,Davidson County,158465,535679,1998002,526347,455366,236508,332325,330229,71052,24227,15236,4651,2061,47-47037-20200805,31,8
County,2020-08-06,47,TN,47037,Davidson County,154431,539713,2044956,552137,475364,236790,331565,329840,70590,25282,15753,5257,2378,47-47037-20200806,31,8
County,2020-08-07,47,TN,47037,Davidson County,152436,541708,1994120,511781,450628,246779,329273,333330,73615,25628,15313,5552,2221,47-47037-20200807,31,8
County,2020-08-08,47,TN,47037,Davidson County,162592,531552,1818745,428721,433424,239855,310704,299047,59671,24107,16259,4798,2159,47-47037-20200808,31,8
County,2020-08-09,47,TN,47037,Davidson County,172953,521191,1779487,424045,451812,232943,297513,260458,60441,23554,18896,6515,3310,47-47037-20200809,32,8
County,2020-08-10,47,TN,47037,Davidson County,162012,532132,1935474,452084,443190,243429,338119,332966,74616,26198,16101,6188,2583,47-47037-20200810,32,8
County,2020-08-11,47,TN,47037,Davidson County,160911,533233,1942279,468908,435607,233155,337865,335891,78956,28606,14973,5952,2366,47-47037-20200811,32,8
County,2020-08-12,47,TN,47037,Davidson County,156783,537361,1837093,430458,399746,225033,319729,329188,74182,26994,19425,7031,5307,47-47037-20200812,32,8
County,2020-08-13,47,TN,47037,Davidson County,149179,544965,1915348,447093,427507,236362,330995,335890,75671,27503,20303,6937,7087,47-47037-20200813,32,8
County,2020-08-14,47,TN,47037,Davidson County,145996,548148,2020095,470648,456188,250790,344139,355008,78441,29151,21396,7556,6778,47-47037-20200814,32,8
County,2020-08-15,47,TN,47037,Davidson County,154434,539710,1932005,447577,465136,248303,327740,314300,67906,27294,20049,6775,6925,47-47037-20200815,32,8
County,2020-08-16,47,TN,47037,Davidson County,172930,521214,1725926,387008,410109,227281,304512,270614,56642,25720,23759,9719,10562,47-47037-20200816,33,8
County,2020-08-17,47,TN,47037,Davidson County,166632,527512,1875982,423636,420530,225685,333413,329209,73670,28501,22148,8842,10348,47-47037-20200817,33,8
County,2020-08-18,47,TN,47037,Davidson County,156729,537415,1865197,433624,410990,223656,324364,333234,70550,25727,22728,8985,11339,47-47037-20200818,33,8
County,2020-08-19,47,TN,47037,Davidson County,153727,540417,1919659,440562,430560,225681,332754,349024,74149,26869,21090,8172,10798,47-47037-20200819,33,8
County,2020-08-20,47,TN,47037,Davidson County,146300,547844,1961985,477480,437099,226879,328378,351784,72506,26883,21007,8606,11363,47-47037-20200820,33,8
County,2020-08-21,47,TN,47037,Davidson County,139256,554888,2042858,484963,455678,243548,350657,360763,76775,30650,21529,8661,9634,47-47037-20200821,33,8
County,2020-08-22,47,TN,47037,Davidson County,153540,540604,1960752,450360,475156,254681,328527,321049,70029,25095,18102,8115,9638,47-47037-20200822,33,8
County,2020-08-23,47,TN,47037,Davidson County,175611,518533,1579383,363039,391966,198332,263811,249458,56097,22706,17307,8159,8508,47-47037-20200823,34,8
County,2020-08-24,47,TN,47037,Davidson County,169445,524699,1688934,399203,390210,197887,288216,295840,64536,23107,15728,6423,7784,47-47037-20200824,34,8
County,2020-08-25,47,TN,47037,Davidson County,164345,529799,1772320,410360,406952,212830,306058,314580,67598,25114,15639,6603,6586,47-47037-20200825,34,8
County,2020-08-26,47,TN,47037,Davidson County,166376,527768,1762183,411859,409684,205630,298943,315950,68653,25238,15786,5737,4703,47-47037-20200826,34,8
County,2020-08-27,47,TN,47037,Davidson County,165538,528606,1791640,432289,401590,215780,294401,327947,70197,24323,15753,6000,3360,47-47037-20200827,34,8
County,2020-08-28,47,TN,47037,Davidson County,162176,531968,1784831,417013,406469,211561,304485,318926,71489,26985,17954,5969,3980,47-47037-20200828,34,8
County,2020-08-29,47,TN,47037,Davidson County,168758,525386,1854906,429331,459052,236374,317461,299620,64716,22574,16589,5744,3445,47-47037-20200829,34,8
County,2020-08-30,47,TN,47037,Davidson County,184290,509854,1579266,360027,401119,201389,271026,243287,50368,20519,18971,7500,5060,47-47037-20200830,35,8
County,2020-08-31,47,TN,47037,Davidson County,168591,525553,1724363,424636,390470,194937,293110,306797,63346,23235,17124,6301,4407,47-47037-20200831,35,8
County,2020-09-01,47,TN,47037,Davidson County,167153,526991,1847904,466345,414395,219309,313447,315718,66864,22353,19841,6677,2955,47-47037-20200901,35,9
County,2020-09-02,47,TN,47037,Davidson County,164435,529709,1949412,505278,440732,226205,324004,328715,69744,25898,19002,6544,3290,47-47037-20200902,35,9
County,2020-09-03,47,TN,47037,Davidson County,153443,540701,2052154,533483,470425,233634,336122,346806,72666,28126,19904,7175,3813,47-47037-20200903,35,9
County,2020-09-04,47,TN,47037,Davidson County,160824,533320,2027900,468388,494462,236911,345356,348189,71553,28543,22742,8190,3566,47-47037-20200904,35,9
County,2020-09-05,47,TN,47037,Davidson County,163931,530213,2026965,489622,492439,244428,347263,331175,66515,27788,18564,6086,3085,47-47037-20200905,35,9
County,2020-09-06,47,TN,47037,Davidson County,178378,515766,1749721,421458,433723,217193,289800,277624,57413,24263,18473,6443,3331,47-47037-20200906,36,9
County,2020-09-07,47,TN,47037,Davidson County,186721,507423,1640956,407431,405572,196652,267046,254839,52839,23935,21111,8084,3447,47-47037-20200907,36,9
County,2020-09-08,47,TN,47037,Davidson County,171187,522957,1895275,446132,439991,221663,325963,339311,68465,23836,19657,6355,3902,47-47037-20200908,36,9
County,2020-09-09,47,TN,47037,Davidson County,167536,526608,1937236,457613,450991,227504,327819,342296,73661,27635,19080,6893,3744,47-47037-20200909,36,9
County,2020-09-10,47,TN,47037,Davidson County,165533,528611,1917027,454210,450603,218271,322549,344104,73837,25479,17914,6604,3456,47-47037-20200910,36,9
County,2020-09-11,47,TN,47037,Davidson County,160936,533208,2060064,474859,491557,245845,349186,361041,79435,28060,19992,6620,3469,47-47037-20200911,36,9
County,2020-09-12,47,TN,47037,Davidson County,172492,521652,1920331,487102,464874,233304,311624,305928,65325,24499,17247,6799,3629,47-47037-20200912,36,9
County,2020-09-13,47,TN,47037,Davidson County,186649,507495,1531586,339731,401581,189127,261706,240564,49784,20975,16568,6892,4658,47-47037-20200913,37,9
County,2020-09-14,47,TN,47037,Davidson County,172278,521866,1864658,428923,447248,210737,314891,332579,75924,25942,17628,6596,4190,47-47037-20200914,37,9
County,2020-09-15,47,TN,47037,Davidson County,170041,524103,1912326,437534,444619,230201,324673,340479,73413,30293,20037,6986,4091,47-47037-20200915,37,9
County,2020-09-16,47,TN,47037,Davidson County,169302,524842,1885801,429159,427376,227262,328424,342321,72180,28200,19791,6993,4095,47-47037-20200916,37,9
County,2020-09-17,47,TN,47037,Davidson County,167771,526373,1939360,471471,437519,221659,330138,346255,71861,27361,21157,7446,4493,47-47037-20200917,37,9
County,2020-09-18,47,TN,47037,Davidson County,163727,530417,2077136,487730,496779,250059,347044,356259,73285,31605,23031,7055,4289,47-47037-20200918,37,9
County,2020-09-19,47,TN,47037,Davidson County,168855,525289,2065358,499391,518920,255059,334357,327610,70652,28835,20734,5920,3880,47-47037-20200919,37,9
County,2020-09-20,47,TN,47037,Davidson County,179399,514745,1643971,388465,421233,204575,274140,253661,50380,21760,19622,6233,3902,47-47037-20200920,38,9
County,2020-09-21,47,TN,47037,Davidson County,181966,512178,1734685,391612,421798,206067,295860,307775,66244,25392,12273,5135,2529,47-47037-20200921,38,9
County,2020-09-22,47,TN,47037,Davidson County,167974,526170,1823074,423966,433564,212605,307735,326506,74782,23553,13320,4812,2231,47-47037-20200922,38,9
County,2020-09-23,47,TN,47037,Davidson County,161406,532738,1830984,419412,421903,215142,313296,337335,76456,27176,13088,5007,2169,47-47037-20200923,38,9
County,2020-09-24,47,TN,47037,Davidson County,162880,531264,1852080,436660,436539,213732,313800,328738,74184,27947,13119,4872,2489,47-47037-20200924,38,9
County,2020-09-25,47,TN,47037,Davidson County,158326,535818,2001113,454914,481326,233969,340242,361076,78627,27342,16267,5180,2170,47-47037-20200925,38,9
County,2020-09-26,47,TN,47037,Davidson County,168506,525638,1934361,455927,478629,227504,329561,326520,69562,27507,12655,4425,2071,47-47037-20200926,38,9
County,2020-09-27,47,TN,47037,Davidson County,172236,521908,1736730,415277,440744,214076,284916,273986,57543,24650,16843,6126,2569,47-47037-20200927,39,9
County,2020-09-28,47,TN,47037,Davidson County,162837,531307,1799880,418921,429355,210899,305372,316969,74531,25336,12680,4005,1812,47-47037-20200928,39,9
County,2020-09-29,47,TN,47037,Davidson County,163032,531112,1873310,428761,440492,222864,326118,329310,79060,27877,13565,3841,1422,47-47037-20200929,39,9
County,2020-09-30,47,TN,47037,Davidson County,161482,532662,1917471,432588,441829,227368,333359,359078,76709,27146,13543,4490,1361,47-47037-20200930,39,9
County,2020-10-01,47,TN,47037,Davidson County,151820,542324,1922552,433456,446660,244220,329026,341490,76786,28002,15780,4924,2208,47-47037-20201001,39,10
County,2020-10-02,47,TN,47037,Davidson County,161524,532620,1884459,429528,458586,225677,322414,325823,71418,26823,17563,4921,1706,47-47037-20201002,39,10
County,2020-10-03,47,TN,47037,Davidson County,172455,521689,1849902,430354,455703,231827,308883,307749,68547,24164,16954,4310,1411,47-47037-20201003,39,10
County,2020-10-04,47,TN,47037,Davidson County,184713,509431,1613278,374768,411979,199934,269819,254312,50697,25700,18853,5530,1686,47-47037-20201004,40,10
County,2020-10-05,47,TN,47037,Davidson County,183028,511116,1713141,396953,403420,206220,288776,300900,69421,27570,14876,3835,1170,47-47037-20201005,40,10
County,2020-10-06,47,TN,47037,Davidson County,168761,525383,1943466,488399,442234,227946,331438,336777,72060,25457,14174,3868,1113,47-47037-20201006,40,10
County,2020-10-07,47,TN,47037,Davidson County,165540,528604,1981736,482637,447350,232226,331099,361841,77570,28811,14918,4169,1115,47-47037-20201007,40,10
